D s LL
0.01 0 -165.711363216745
0.02 0 -165.905318902683
0.05 0 -165.878622727425
0.01 0.01 -159.984331893838
0.02 0.01 -158.140821157751
0.05 0.01 -158.053695437535
0.01 0.02 -151.038403468608
0.02 0.02 -140.655955553334
0.05 0.02 -128.931949097148
0.01 0.03 -267.320670944351
0.02 0.03 -260.109529966829
0.05 0.03 -136.368678758304
0.01 0.04 -329.496397471109
0.02 0.04 -367.984811347879
0.05 0.04 -396.085242301167
0.01 0.05 -422.654376273267
0.02 0.05 -515.366643534884
0.05 0.05 -647.525320469712
0.01 0.06 -483.509909318489
0.02 0.06 -684.78539745616
0.05 0.06 -818.486062586722
0.01 0.07 -577.383509508768
0.02 0.07 -820.646221239938
0.05 0.07 -916.511348081212
0.01 0.08 -704.015448896992
0.02 0.08 -907.705344200687
0.05 0.08 -1010.89788529474
0.01 0.09 -808.706995332417
0.02 0.09 -994.049797243761
0.05 0.09 -1041.88862867671
0.01 0.1 -891.760033228063
0.02 0.1 -1033.54005109331
0.05 0.1 -1051.44470881351
