D s LL
0.01 0 -28.3571512780357
0.02 0 -29.0718773985407
0.05 0 -30.4359321120103
0.01 0.01 -27.8028015516148
0.02 0.01 -28.4500890269531
0.05 0.01 -29.7762982951834
0.01 0.02 -27.315061803018
0.02 0.02 -27.8603628395535
0.05 0.02 -29.0047595251946
0.01 0.03 -26.9301511591571
0.02 0.03 -27.3187193596041
0.05 0.03 -27.8524371291502
0.01 0.04 -26.7066084223681
0.02 0.04 -26.3643357910777
0.05 0.04 -26.7402579590691
0.01 0.05 -26.7407387080897
0.02 0.05 -25.4836850022098
0.05 0.05 -25.1000666659979
0.01 0.06 -26.940909744271
0.02 0.06 -24.7993027429833
0.05 0.06 -23.3266873766139
0.01 0.07 -27.556574274934
0.02 0.07 -24.428954836594
0.05 0.07 -21.632304036764
0.01 0.08 -29.3556808589604
0.02 0.08 -24.0271355377943
0.05 0.08 -20.2361678803699
0.01 0.09 -33.1442825134938
0.02 0.09 -24.2754031471088
0.05 0.09 -19.5102394184503
0.01 0.1 -40.136316580187
0.02 0.1 -25.9149646976872
0.05 0.1 -19.9189788406779
