D s LL
0.01 0 -652.34656984653
0.02 0 -652.830696168782
0.05 0 -653.659531465959
0.01 0.01 -584.422428266288
0.02 0.01 -587.950576569317
0.05 0.01 -597.219865937513
0.01 0.02 -814.952006351067
0.02 0.02 -577.507268601369
0.05 0.02 -464.193652319763
0.01 0.03 -1977.71648987572
0.02 0.03 -1772.13008774248
0.05 0.03 -1540.88548311431
0.01 0.04 -2573.99490696707
0.02 0.04 -2637.33863062065
0.05 0.04 -2604.53216021733
0.01 0.05 -3052.2069203361
0.02 0.05 -3073.00211011862
0.05 0.05 -3027.80761227042
0.01 0.06 -3279.41311436274
0.02 0.06 -3292.66033655012
0.05 0.06 -3227.65591844699
0.01 0.07 -3494.33242614396
0.02 0.07 -3596.69329385532
0.05 0.07 -3591.54068599961
0.01 0.08 -3658.07044847121
0.02 0.08 -3810.15352612661
0.05 0.08 -3877.03934833682
0.01 0.09 -3801.77563156395
0.02 0.09 -3979.89158744737
0.05 0.09 -4050.65547593505
0.01 0.1 -3932.94998873656
0.02 0.1 -4085.07471905966
0.05 0.1 -4184.20708332861
