D s LL
0.01 0 -78.3387188916483
0.02 0 -78.82017317809
0.05 0 -78.82017317809
0.01 0.01 -77.6131848851157
0.02 0.01 -78.1389246593848
0.05 0.01 -78.82017317809
0.01 0.02 -76.4530920681132
0.02 0.02 -75.457917310806
0.05 0.02 -76.3508076315243
0.01 0.03 -73.6375341942051
0.02 0.03 -71.6978280971138
0.05 0.03 -70.1248027074675
0.01 0.04 -70.0714945691984
0.02 0.04 -67.3656008424433
0.05 0.04 -62.9192586316307
0.01 0.05 -67.2120557560392
0.02 0.05 -61.7080062754024
0.05 0.05 -55.4762227944819
0.01 0.06 -67.8244572574452
0.02 0.06 -60.2031836034159
0.05 0.06 -67.5759750206302
0.01 0.07 -82.9116986160999
0.02 0.07 -86.0375420712203
0.05 0.07 -109.594410673903
0.01 0.08 -127.960927725726
0.02 0.08 -138.121498988732
0.05 0.08 -149.714804447714
0.01 0.09 -152.524678034448
0.02 0.09 -180.354999503996
0.05 0.09 -187.79153145123
0.01 0.1 -174.293438657331
0.02 0.1 -223.526362551854
0.05 0.1 -257.417820754556
