D s LL
0.01 0 -932.762867058187
0.02 0 -937.275982273252
0.05 0 -945.520669697128
0.01 0.01 -895.682153868556
0.02 0.01 -883.855867476778
0.05 0.01 -861.535019814719
0.01 0.02 -1162.18116237737
0.02 0.02 -1227.48356902615
0.05 0.02 -1208.92290389986
0.01 0.03 -1821.00341745606
0.02 0.03 -1831.82275118476
0.05 0.03 -1547.7943742066
0.01 0.04 -2214.63482992526
0.02 0.04 -2387.90895452768
0.05 0.04 -2346.28641444922
0.01 0.05 -2412.43266277647
0.02 0.05 -2611.60783280652
0.05 0.05 -2724.90508449531
0.01 0.06 -2752.37607323372
0.02 0.06 -3038.21666257185
0.05 0.06 -3289.07190261822
0.01 0.07 -3052.57014174796
0.02 0.07 -3430.33697230168
0.05 0.07 -3792.7683269842
0.01 0.08 -3331.9332125082
0.02 0.08 -3720.73128048905
0.05 0.08 -4172.90523981293
0.01 0.09 -3528.2970166755
0.02 0.09 -4000.90736077799
0.05 0.09 -4499.67134458857
0.01 0.1 -3707.98932978496
0.02 0.1 -4255.59165508276
0.05 0.1 -4816.26049230138
