D s LL
0.01 0 -143.472270786778
0.02 0 -143.472270786778
0.05 0 -143.472270786778
0.01 0.01 -143.199983135112
0.02 0.01 -143.359765195239
0.05 0.01 -143.472270786778
0.01 0.02 -138.734227298769
0.02 0.02 -132.467941791015
0.05 0.02 -126.684457592417
0.01 0.03 -122.671977283949
0.02 0.03 -112.680004638333
0.05 0.03 -101.70175819484
0.01 0.04 -172.990495360197
0.02 0.04 -216.259005902533
0.05 0.04 -217.716466702968
0.01 0.05 -323.108224309505
0.02 0.05 -383.631873594459
0.05 0.05 -420.066722523679
0.01 0.06 -401.022117037899
0.02 0.06 -452.616274197751
0.05 0.06 -567.104682346426
0.01 0.07 -443.413463385022
0.02 0.07 -569.328832361501
0.05 0.07 -637.648173490479
0.01 0.08 -519.740961586192
0.02 0.08 -669.899772625833
0.05 0.08 -746.013864193267
0.01 0.09 -677.945320148279
0.02 0.09 -770.929989572534
0.05 0.09 -854.871642003893
0.01 0.1 -754.527025000115
0.02 0.1 -834.003523362956
0.05 0.1 -942.000010975563
