D s LL
0.01 0 -99.879984285089
0.02 0 -187.09311096221
0.05 0 -279.481116669109
0.01 0.01 -116.100381124329
0.02 0.01 -213.569384634412
0.05 0.01 -338.353033072598
0.01 0.02 -124.862179296616
0.02 0.02 -244.945256179958
0.05 0.02 -391.848207942643
0.01 0.03 -131.705136077822
0.02 0.03 -280.493907402331
0.05 0.03 -445.73144523456
0.01 0.04 -140.411286180991
0.02 0.04 -316.160992959845
0.05 0.04 -502.404342758497
0.01 0.05 -152.758353634307
0.02 0.05 -348.560703486507
0.05 0.05 -559.196462125649
0.01 0.06 -169.607023967164
0.02 0.06 -376.967169792071
0.05 0.06 -613.454326928779
0.01 0.07 -191.329048776531
0.02 0.07 -402.52669767932
0.05 0.07 -665.981490181652
0.01 0.08 -217.308157023306
0.02 0.08 -427.007735577683
0.05 0.08 -717.803351665169
0.01 0.09 -248.792297485277
0.02 0.09 -452.790347153823
0.05 0.09 -767.746669743534
0.01 0.1 -285.919840984767
0.02 0.1 -481.296500136945
0.05 0.1 -814.800532609898
