D s LL
0.01 0 -1368.21834880923
0.02 0 -1381.1308631109
0.05 0 -1406.13108206802
0.01 0.01 -1915.0755875888
0.02 0.01 -1358.16773448598
0.05 0.01 -1038.69138921819
0.01 0.02 -3542.18953571882
0.02 0.02 -3297.63586016503
0.05 0.02 -3011.24602121487
0.01 0.03 -4347.21378699813
0.02 0.03 -4210.39742863886
0.05 0.03 -3695.7424324722
0.01 0.04 -4785.83991250957
0.02 0.04 -4930.89743431828
0.05 0.04 -4825.47497993492
0.01 0.05 -5318.44585783169
0.02 0.05 -5585.66379182469
0.05 0.05 -5654.98406066907
0.01 0.06 -5740.15498350281
0.02 0.06 -6111.46352658401
0.05 0.06 -6356.75351267758
0.01 0.07 -6074.11688938226
0.02 0.07 -6492.5886765114
0.05 0.07 -6748.33047782237
0.01 0.08 -6298.22327147395
0.02 0.08 -6778.69165740424
0.05 0.08 -7038.40447361673
0.01 0.09 -6516.62124400433
0.02 0.09 -7005.8918783143
0.05 0.09 -7324.42442393493
0.01 0.1 -6773.44887495195
0.02 0.1 -7223.73018620438
0.05 0.1 -7619.45774764281
