D s LL
0.01 0 -283.150981121116
0.02 0 -283.035111637674
0.05 0 -283.543301953586
0.01 0.01 -273.162024325866
0.02 0.01 -276.111048550487
0.05 0.01 -281.806933328344
0.01 0.02 -251.928561974246
0.02 0.02 -250.354300608499
0.05 0.02 -252.002641595704
0.01 0.03 -287.763493236383
0.02 0.03 -231.557934722915
0.05 0.03 -217.818848509476
0.01 0.04 -459.311282353675
0.02 0.04 -478.166693787287
0.05 0.04 -471.310097130954
0.01 0.05 -700.48858250159
0.02 0.05 -780.331908450227
0.05 0.05 -751.076742275828
0.01 0.06 -815.897883872993
0.02 0.06 -886.060735237435
0.05 0.06 -871.215607961567
0.01 0.07 -914.035090530257
0.02 0.07 -929.154243995041
0.05 0.07 -933.716323568016
0.01 0.08 -998.647179710601
0.02 0.08 -1008.23271639722
0.05 0.08 -990.594019623877
0.01 0.09 -1108.61729359236
0.02 0.09 -1105.84199992978
0.05 0.09 -1080.9839668148
0.01 0.1 -1192.25952848452
0.02 0.1 -1206.6636960128
0.05 0.1 -1212.66267562632
