D s LL
0.01 0 -746.942807549506
0.02 0 -746.942807549506
0.05 0 -746.942807549506
0.01 0.01 -746.942807549506
0.02 0.01 -746.942807549506
0.05 0.01 -746.942807549506
0.01 0.02 -746.942807549506
0.02 0.02 -746.942807549506
0.05 0.02 -746.942807549506
0.01 0.03 -746.942807549506
0.02 0.03 -746.942807549506
0.05 0.03 -746.942807549506
0.01 0.04 -746.7952091308
0.02 0.04 -746.942807549506
0.05 0.04 -746.942807549506
0.01 0.05 -746.077856004517
0.02 0.05 -746.942807549506
0.05 0.05 -746.942807549506
0.01 0.06 -745.401885002157
0.02 0.06 -746.942807549506
0.05 0.06 -746.942807549506
0.01 0.07 -744.773072819226
0.02 0.07 -746.947004762585
0.05 0.07 -746.942807549506
0.01 0.08 -744.19805682396
0.02 0.08 -746.414732710719
0.05 0.08 -746.942807549506
0.01 0.09 -743.684468011878
0.02 0.09 -745.729074156818
0.05 0.09 -746.942807549506
0.01 0.1 -743.24108457274
0.02 0.1 -745.089486318202
0.05 0.1 -746.942807549506
