D s LL
0.01 0 -208.285072488195
0.02 0 -208.285072488195
0.05 0 -208.285072488195
0.01 0.01 -208.285072488195
0.02 0.01 -208.285072488195
0.05 0.01 -208.285072488195
0.01 0.02 -208.285072488195
0.02 0.02 -208.285072488195
0.05 0.02 -208.285072488195
0.01 0.03 -208.285072488195
0.02 0.03 -208.285072488195
0.05 0.03 -208.285072488195
0.01 0.04 -208.285407189971
0.02 0.04 -208.285072488195
0.05 0.04 -208.285072488195
0.01 0.05 -208.288472473447
0.02 0.05 -208.285072488195
0.05 0.05 -208.285072488195
0.01 0.06 -208.2918064685
0.02 0.06 -208.285072488195
0.05 0.06 -208.285072488195
0.01 0.07 -208.295414373374
0.02 0.07 -208.285072488195
0.05 0.07 -208.285072488195
0.01 0.08 -208.299301484403
0.02 0.08 -208.286231026116
0.05 0.08 -208.285072488195
0.01 0.09 -208.303473197855
0.02 0.09 -208.289323723167
0.05 0.09 -208.285072488195
0.01 0.1 -208.307935011811
0.02 0.1 -208.292685644536
0.05 0.1 -208.285072488195
