D s LL
0.01 0 -284.840412666318
0.02 0 -287.244971226044
0.05 0 -292.52397049526
0.01 0.01 -258.051379721536
0.02 0.01 -256.70353016498
0.05 0.01 -264.94192820948
0.01 0.02 -249.095799338665
0.02 0.02 -219.350974346631
0.05 0.02 -219.582512947582
0.01 0.03 -421.735692953278
0.02 0.03 -329.888148936726
0.05 0.03 -216.93769859474
0.01 0.04 -679.676569619052
0.02 0.04 -620.972041541264
0.05 0.04 -469.615427879708
0.01 0.05 -968.160368080286
0.02 0.05 -912.598967666237
0.05 0.05 -874.28730127582
0.01 0.06 -1132.75218902277
0.02 0.06 -1278.64581443547
0.05 0.06 -1230.43311040423
0.01 0.07 -1268.42736551748
0.02 0.07 -1462.79652555448
0.05 0.07 -1532.85318948254
0.01 0.08 -1458.63088720066
0.02 0.08 -1647.48017882426
0.05 0.08 -1730.73323218242
0.01 0.09 -1630.54538633697
0.02 0.09 -1840.8913901207
0.05 0.09 -1952.66787665705
0.01 0.1 -1790.15500630792
0.02 0.1 -2009.8486161432
0.05 0.1 -2157.76076798373
