D s LL
0.01 0 -25151.071314234
0.02 0 -21672.2344875927
0.05 0 -19037.554482391
0.01 0.01 -24341.7759529057
0.02 0.01 -21331.8749706091
0.05 0.01 -18925.2620516671
0.01 0.02 -23709.4824045297
0.02 0.02 -21020.1033947434
0.05 0.02 -18807.9533644099
0.01 0.03 -23529.3604903949
0.02 0.03 -20845.7736237005
0.05 0.03 -18676.2954554422
0.01 0.04 -23434.3096782223
0.02 0.04 -20718.9456010174
0.05 0.04 -18543.230001087
0.01 0.05 -23299.4469231817
0.02 0.05 -20659.1432345913
0.05 0.05 -18435.2830794065
0.01 0.06 -23101.2508393723
0.02 0.06 -20632.2453716345
0.05 0.06 -18350.0336211001
0.01 0.07 -22906.9478847585
0.02 0.07 -20604.5272803527
0.05 0.07 -18295.800878552
0.01 0.08 -22739.2980958268
0.02 0.08 -20570.2872197505
0.05 0.08 -18288.9850531567
0.01 0.09 -22576.8178314111
0.02 0.09 -20526.2877704498
0.05 0.09 -18325.7006425653
0.01 0.1 -22416.5223586389
0.02 0.1 -20444.8965140486
0.05 0.1 -18371.8210561285
