D s LL
0.01 0 -512.522886618844
0.02 0 -512.522886618844
0.05 0 -512.522886618844
0.01 0.01 -485.389885629114
0.02 0.01 -492.121560224892
0.05 0.01 -504.918837619422
0.01 0.02 -401.080922948619
0.02 0.02 -393.967261197617
0.05 0.02 -397.362501465769
0.01 0.03 -585.622945835834
0.02 0.03 -378.064978439325
0.05 0.03 -304.741215824952
0.01 0.04 -1507.49409808246
0.02 0.04 -1438.76347160587
0.05 0.04 -1297.41382538034
0.01 0.05 -2275.24538446443
0.02 0.05 -2252.22548427327
0.05 0.05 -2142.05794171184
0.01 0.06 -2576.94583091995
0.02 0.06 -2695.89079110482
0.05 0.06 -2741.11060436919
0.01 0.07 -2700.30257250136
0.02 0.07 -2999.54164952144
0.05 0.07 -3127.80618925782
0.01 0.08 -2934.14838718995
0.02 0.08 -3218.7848383862
0.05 0.08 -3294.29942766337
0.01 0.09 -3155.20701819975
0.02 0.09 -3397.54215568105
0.05 0.09 -3455.09022312565
0.01 0.1 -3332.06846838272
0.02 0.1 -3521.37202161751
0.05 0.1 -3550.76025849117
