D s LL
0.01 0 -381.030503781428
0.02 0 -381.138607451013
0.05 0 -381.806141561784
0.01 0.01 -371.804356166054
0.02 0.01 -371.907149626272
0.05 0.01 -376.104264250668
0.01 0.02 -371.498530006555
0.02 0.02 -328.162314148295
0.05 0.02 -307.157354338478
0.01 0.03 -463.290259816849
0.02 0.03 -416.750063528305
0.05 0.03 -310.581554524484
0.01 0.04 -785.831957399152
0.02 0.04 -921.635128258606
0.05 0.04 -979.380660097531
0.01 0.05 -1123.37880047612
0.02 0.05 -1416.7769695221
0.05 0.05 -1652.77112671469
0.01 0.06 -1439.81800484042
0.02 0.06 -1891.12674619053
0.05 0.06 -2174.70045645251
0.01 0.07 -1768.37710611038
0.02 0.07 -2165.80298054952
0.05 0.07 -2500.32830010048
0.01 0.08 -2001.23151290176
0.02 0.08 -2396.58955984609
0.05 0.08 -2692.27360885803
0.01 0.09 -2139.9873776096
0.02 0.09 -2575.05272768973
0.05 0.09 -2848.63656569874
0.01 0.1 -2284.38097004783
0.02 0.1 -2724.91317104056
0.05 0.1 -2971.32327258537
