D s LL
0.01 0 -123.090945789005
0.02 0 -123.291287971773
0.05 0 -123.291287971773
0.01 0.01 -120.009676872274
0.02 0.01 -120.474407749154
0.05 0.01 -121.872243149971
0.01 0.02 -101.431743438396
0.02 0.02 -96.427380737474
0.05 0.02 -96.5126865189188
0.01 0.03 -107.122554048185
0.02 0.03 -75.7083854818586
0.05 0.03 -71.9669390887333
0.01 0.04 -283.163338076418
0.02 0.04 -291.44322208198
0.05 0.04 -268.55436762136
0.01 0.05 -476.93493258791
0.02 0.05 -510.535884897893
0.05 0.05 -525.776570058715
0.01 0.06 -543.056510162019
0.02 0.06 -561.812693974138
0.05 0.06 -563.26126207673
0.01 0.07 -566.461202136802
0.02 0.07 -587.131596715486
0.05 0.07 -602.764969281671
0.01 0.08 -601.438945449576
0.02 0.08 -637.481361657882
0.05 0.08 -636.958724332307
0.01 0.09 -668.299415807845
0.02 0.09 -703.202515637762
0.05 0.09 -698.424609821623
0.01 0.1 -750.384074898671
0.02 0.1 -775.120148973734
0.05 0.1 -759.034520676668
