D s LL
0.01 0 -1134.64747939779
0.02 0 -1135.4019809773
0.05 0 -1135.4019809773
0.01 0.01 -1051.80966608942
0.02 0.01 -1061.16461514231
0.05 0.01 -1056.49240138994
0.01 0.02 -1386.19290765014
0.02 0.02 -1228.47257738992
0.05 0.02 -1172.48716825227
0.01 0.03 -2965.38288350376
0.02 0.03 -3028.28390402149
0.05 0.03 -2964.96127749522
0.01 0.04 -3682.44694465275
0.02 0.04 -3608.14268606002
0.05 0.04 -3615.49044221552
0.01 0.05 -4074.73675659509
0.02 0.05 -4083.04629286848
0.05 0.05 -4048.09621653334
0.01 0.06 -4433.89611078525
0.02 0.06 -4478.53109497091
0.05 0.06 -4434.20656825126
0.01 0.07 -4776.69196562363
0.02 0.07 -4800.91133285296
0.05 0.07 -4804.29256408243
0.01 0.08 -5122.42176124066
0.02 0.08 -5197.88710043114
0.05 0.08 -5207.36928330119
0.01 0.09 -5388.27864709406
0.02 0.09 -5548.88410115254
0.05 0.09 -5607.36710014662
0.01 0.1 -5615.51657324346
0.02 0.1 -5857.33873376014
0.05 0.1 -5959.36291418947
