D s LL
0.01 0 -10.3275602607435
0.02 0 -9.81508207065036
0.05 0 -8.48422759925904
0.01 0.01 -10.3275602607435
0.02 0.01 -9.5117646186917
0.05 0.01 -8.16696958026055
0.01 0.02 -10.2506668671003
0.02 0.02 -9.22000175251348
0.05 0.02 -7.87162299464517
0.01 0.03 -9.93640692349414
0.02 0.03 -8.94455311845073
0.05 0.03 -7.60700347851372
0.01 0.04 -9.62967223953988
0.02 0.04 -8.69211054275136
0.05 0.04 -7.38555320680164
0.01 0.05 -9.3336120237306
0.02 0.05 -8.47206285537715
0.05 0.05 -7.22483914909763
0.01 0.06 -9.05261448932543
0.02 0.06 -8.29753412848034
0.05 0.06 -7.14964997424343
0.01 0.07 -8.79270432446254
0.02 0.07 -8.18675291608984
0.05 0.07 -7.19488708181375
0.01 0.08 -8.56195502942519
0.02 0.08 -8.16477153659011
0.05 0.08 -7.40944067557563
0.01 0.09 -8.37086051447974
0.02 0.09 -8.26545306827452
0.05 0.09 -7.8611226710232
0.01 0.1 -8.23272030337433
0.02 0.1 -8.53346321566476
0.05 0.1 -8.64233159124763
