D s LL
0.01 0 -297.047912392617
0.02 0 -297.047912392617
0.05 0 -297.047912392617
0.01 0.01 -297.047912392617
0.02 0.01 -297.047912392617
0.05 0.01 -297.047912392617
0.01 0.02 -297.047912392617
0.02 0.02 -297.047912392617
0.05 0.02 -297.047912392617
0.01 0.03 -297.047912392617
0.02 0.03 -297.047912392617
0.05 0.03 -297.047912392617
0.01 0.04 -297.051141519889
0.02 0.04 -297.047912392617
0.05 0.04 -297.047912392617
0.01 0.05 -297.089779304064
0.02 0.05 -297.047912392617
0.05 0.05 -297.047912392617
0.01 0.06 -297.129809542529
0.02 0.06 -297.047912392617
0.05 0.06 -297.047912392617
0.01 0.07 -297.171277644423
0.02 0.07 -297.047912392617
0.05 0.07 -297.047912392617
0.01 0.08 -297.214230607109
0.02 0.08 -297.05849514407
0.05 0.08 -297.047912392617
0.01 0.09 -297.258717073619
0.02 0.09 -297.097388166999
0.05 0.09 -297.047912392617
0.01 0.1 -297.304787392181
0.02 0.1 -297.137682420773
0.05 0.1 -297.047912392617
