D s LL
0.01 0 -1022.64466543635
0.02 0 -1022.64466543635
0.05 0 -1022.64466543635
0.01 0.01 -1022.64466543635
0.02 0.01 -1022.64466543635
0.05 0.01 -1022.64466543635
0.01 0.02 -1022.64466543635
0.02 0.02 -1022.64466543635
0.05 0.02 -1022.64466543635
0.01 0.03 -1022.64466543635
0.02 0.03 -1022.64466543635
0.05 0.03 -1022.64466543635
0.01 0.04 -1022.8263818752
0.02 0.04 -1022.64466543635
0.05 0.04 -1022.64466543635
0.01 0.05 -1023.34374930464
0.02 0.05 -1022.64466543635
0.05 0.05 -1022.64466543635
0.01 0.06 -1024.00601733864
0.02 0.06 -1022.64581641098
0.05 0.06 -1022.64466543635
0.01 0.07 -1024.84536901654
0.02 0.07 -1022.9260460846
0.05 0.07 -1022.64466543635
0.01 0.08 -1025.90180728774
0.02 0.08 -1023.43484704783
0.05 0.08 -1022.64466543635
0.01 0.09 -1027.33539431016
0.02 0.09 -1024.15678320838
0.05 0.09 -1022.64466543635
0.01 0.1 -1029.50246754057
0.02 0.1 -1025.47913426006
0.05 0.1 -1022.64544101011
