D s LL
0.01 0 -481.900734473043
0.02 0 -481.900734473043
0.05 0 -481.900734473043
0.01 0.01 -481.900734473043
0.02 0.01 -481.900734473043
0.05 0.01 -481.900734473043
0.01 0.02 -481.900734473043
0.02 0.02 -481.900734473043
0.05 0.02 -481.900734473043
0.01 0.03 -481.900734473043
0.02 0.03 -481.900734473043
0.05 0.03 -481.900734473043
0.01 0.04 -481.91664738772
0.02 0.04 -481.900734473043
0.05 0.04 -481.900734473043
0.01 0.05 -482.005874564784
0.02 0.05 -481.900734473043
0.05 0.05 -481.900734473043
0.01 0.06 -482.104323084341
0.02 0.06 -481.900734473043
0.05 0.06 -481.900734473043
0.01 0.07 -482.212650608676
0.02 0.07 -481.900734473043
0.05 0.07 -481.900734473043
0.01 0.08 -482.331565086988
0.02 0.08 -481.960261186581
0.05 0.08 -481.900734473043
0.01 0.09 -482.461828738717
0.02 0.09 -482.053168994393
0.05 0.09 -481.900734473043
0.01 0.1 -482.604262354497
0.02 0.1 -482.155578371119
0.05 0.1 -481.900734473043
