D s LL
0.01 0 -1135.5527631343
0.02 0 -875.854091896039
0.05 0 -178.975220085285
0.01 0.01 -1192.59245897778
0.02 0.01 -1063.88199964601
0.05 0.01 -307.408270122757
0.01 0.02 -1238.07466193332
0.02 0.02 -1160.70762096494
0.05 0.02 -653.53773856806
0.01 0.03 -1280.444597186
0.02 0.03 -1217.42515243126
0.05 0.03 -928.123085056054
0.01 0.04 -1316.76337868285
0.02 0.04 -1270.7919179523
0.05 0.04 -1074.7186671802
0.01 0.05 -1348.93540475591
0.02 0.05 -1323.7833757791
0.05 0.05 -1149.68446867289
0.01 0.06 -1377.73194521682
0.02 0.06 -1371.22051336594
0.05 0.06 -1206.78404257516
0.01 0.07 -1404.42029079624
0.02 0.07 -1413.75844141948
0.05 0.07 -1261.46982013906
0.01 0.08 -1430.57878138212
0.02 0.08 -1451.96354783902
0.05 0.08 -1327.98246834762
0.01 0.09 -1457.13601131426
0.02 0.09 -1486.25469705037
0.05 0.09 -1396.69456263619
0.01 0.1 -1483.56400329633
0.02 0.1 -1517.00433077619
0.05 0.1 -1455.50248427725
