D s LL
0.01 0 -212.184615893618
0.02 0 -214.577713522769
0.05 0 -216.470843621114
0.01 0.01 -199.446473945509
0.02 0.01 -201.837507103142
0.05 0.01 -208.418820073221
0.01 0.02 -176.206727781306
0.02 0.02 -170.833553848512
0.05 0.02 -173.860969389528
0.01 0.03 -195.394003068108
0.02 0.03 -187.84279925206
0.05 0.03 -169.710442332996
0.01 0.04 -365.054550998233
0.02 0.04 -277.22421206199
0.05 0.04 -253.844092680306
0.01 0.05 -511.79543417399
0.02 0.05 -518.439606426532
0.05 0.05 -481.038413050068
0.01 0.06 -670.156296270929
0.02 0.06 -714.247256985156
0.05 0.06 -722.320312060242
0.01 0.07 -848.721610237576
0.02 0.07 -925.288936101955
0.05 0.07 -985.737394436696
0.01 0.08 -999.207062643984
0.02 0.08 -1137.80434013537
0.05 0.08 -1127.71565839191
0.01 0.09 -1141.95274005743
0.02 0.09 -1265.75872628038
0.05 0.09 -1305.21824345624
0.01 0.1 -1300.04443258045
0.02 0.1 -1400.6441332164
0.05 0.1 -1420.8958991984
