D s LL
0.01 0 -10.6184707860123
0.02 0 -10.3491639089735
0.05 0 -9.44363806913347
0.01 0.01 -10.6184707860123
0.02 0.01 -10.2772834871225
0.05 0.01 -9.29934977074411
0.01 0.02 -10.6184707860123
0.02 0.02 -10.205955419522
0.05 0.02 -9.1570317426874
0.01 0.03 -10.6184707860123
0.02 0.03 -10.1352189228287
0.05 0.03 -9.01684037466204
0.01 0.04 -10.6184707860123
0.02 0.04 -10.0651158973252
0.05 0.04 -8.87894417815975
0.01 0.05 -10.6184707860123
0.02 0.05 -9.9956910915685
0.05 0.05 -8.74352466034807
0.01 0.06 -10.6184707860123
0.02 0.06 -9.92699227501664
0.05 0.06 -8.61077725069558
0.01 0.07 -10.6184707860123
0.02 0.07 -9.85907041886642
0.05 0.07 -8.48091228198639
0.01 0.08 -10.6184707860123
0.02 0.08 -9.79197988534457
0.05 0.08 -8.35415602717381
0.01 0.09 -10.6184707860123
0.02 0.09 -9.72577862571097
0.05 0.09 -8.23075179327699
0.01 0.1 -10.6184707860123
0.02 0.1 -9.66052838725281
0.05 0.1 -8.11096107322321
