D s LL
0.01 0 -32.539107127621
0.02 0 -33.8541446959531
0.05 0 -34.4808284409333
0.01 0.01 -26.7710557894405
0.02 0.01 -28.0718803796258
0.05 0.01 -30.4016311020756
0.01 0.02 -21.67818078068
0.02 0.02 -22.3454190121934
0.05 0.02 -24.2052497773708
0.01 0.03 -88.8575405783789
0.02 0.03 -34.9281136714324
0.05 0.03 -20.3442767576368
0.01 0.04 -138.608957576683
0.02 0.04 -123.546362278086
0.05 0.04 -98.6702067174577
0.01 0.05 -157.308229951651
0.02 0.05 -150.637196187185
0.05 0.05 -139.325397766126
0.01 0.06 -193.304452358695
0.02 0.06 -190.765379801178
0.05 0.06 -169.664948767876
0.01 0.07 -205.748440062448
0.02 0.07 -199.945433281855
0.05 0.07 -194.058726239557
0.01 0.08 -226.772511625606
0.02 0.08 -211.671952159627
0.05 0.08 -199.681611594095
0.01 0.09 -244.975673254608
0.02 0.09 -232.265653896665
0.05 0.09 -207.203720222593
0.01 0.1 -251.68099601224
0.02 0.1 -247.236591292617
0.05 0.1 -224.597488817994
