D s LL
0.01 0 -519.654352793139
0.02 0 -519.654352793139
0.05 0 -519.654352793139
0.01 0.01 -519.654352793139
0.02 0.01 -519.654352793139
0.05 0.01 -519.654352793139
0.01 0.02 -519.654352793139
0.02 0.02 -519.654352793139
0.05 0.02 -519.654352793139
0.01 0.03 -519.654352793139
0.02 0.03 -519.654352793139
0.05 0.03 -519.654352793139
0.01 0.04 -519.613695461229
0.02 0.04 -519.654352793139
0.05 0.04 -519.654352793139
0.01 0.05 -519.381015965199
0.02 0.05 -519.654352793139
0.05 0.05 -519.654352793139
0.01 0.06 -519.163068928891
0.02 0.06 -519.654352793139
0.05 0.06 -519.654352793139
0.01 0.07 -518.961154455936
0.02 0.07 -519.654352793139
0.05 0.07 -519.654352793139
0.01 0.08 -518.776694647906
0.02 0.08 -519.509368770696
0.05 0.08 -519.654352793139
0.01 0.09 -518.611245444804
0.02 0.09 -519.283980980886
0.05 0.09 -519.654352793139
0.01 0.1 -518.466509621756
0.02 0.1 -519.07400634372
0.05 0.1 -519.654352793139
