D s LL
0.01 0 -477.721460093465
0.02 0 -477.721460093465
0.05 0 -477.721460093465
0.01 0.01 -477.721460093465
0.02 0.01 -477.721460093465
0.05 0.01 -477.721460093465
0.01 0.02 -477.721460093465
0.02 0.02 -477.721460093465
0.05 0.02 -477.721460093465
0.01 0.03 -477.703445924033
0.02 0.03 -477.721460093465
0.05 0.03 -477.721460093465
0.01 0.04 -477.480524933248
0.02 0.04 -477.721460093465
0.05 0.04 -477.721460093465
0.01 0.05 -477.263759288033
0.02 0.05 -477.721460093465
0.05 0.05 -477.721460093465
0.01 0.06 -477.053697028821
0.02 0.06 -477.665100534393
0.05 0.06 -477.721460093465
0.01 0.07 -476.850934144955
0.02 0.07 -477.444229941079
0.05 0.07 -477.721460093465
0.01 0.08 -476.65611872199
0.02 0.08 -477.229692616033
0.05 0.08 -477.721460093465
0.01 0.09 -476.469955432754
0.02 0.09 -477.022052018635
0.05 0.09 -477.721460093465
0.01 0.1 -476.293210397548
0.02 0.1 -476.821920868159
0.05 0.1 -477.721460093465
