D s LL
0.01 0 -26.1950086560706
0.02 0 -26.2680648991476
0.05 0 -26.2680648991476
0.01 0.01 -25.8707578448829
0.02 0.01 -26.0648397180243
0.05 0.01 -26.2680648991476
0.01 0.02 -25.5534233662776
0.02 0.02 -25.7436572044679
0.05 0.02 -26.2680648991476
0.01 0.03 -24.9504696286316
0.02 0.03 -24.7768608017366
0.05 0.03 -25.451926301452
0.01 0.04 -23.9634214716785
0.02 0.04 -23.1904374756528
0.05 0.04 -23.519900144463
0.01 0.05 -22.9163175128558
0.02 0.05 -21.1982501448068
0.05 0.05 -21.5179936550138
0.01 0.06 -21.085176458026
0.02 0.06 -19.3177041326087
0.05 0.06 -19.4321406201089
0.01 0.07 -19.2660177038549
0.02 0.07 -17.4448854467053
0.05 0.07 -17.5298173525835
0.01 0.08 -17.7211699162425
0.02 0.08 -16.0007234399535
0.05 0.08 -16.0647077590859
0.01 0.09 -16.7120813901022
0.02 0.09 -15.5274930153509
0.05 0.09 -15.5150607243572
0.01 0.1 -16.8635474767683
0.02 0.1 -17.3259632164269
0.05 0.1 -16.9964562203849
