D s LL
0.01 0 -106.782627874423
0.02 0 -107.417114799818
0.05 0 -108.719416602492
0.01 0.01 -104.810664272386
0.02 0.01 -105.797694647102
0.05 0.01 -108.194253070139
0.01 0.02 -102.626625758898
0.02 0.02 -103.552122058414
0.05 0.02 -104.303265902377
0.01 0.03 -100.655512443419
0.02 0.03 -98.1059345889542
0.05 0.03 -93.9516638521053
0.01 0.04 -97.7074773494585
0.02 0.04 -88.3301151531995
0.05 0.04 -81.411825870419
0.01 0.05 -91.3007430292798
0.02 0.05 -78.3708869476695
0.05 0.05 -70.3114048176352
0.01 0.06 -87.6844313946614
0.02 0.06 -72.4367118368583
0.05 0.06 -73.9065885575787
0.01 0.07 -107.94721070868
0.02 0.07 -102.8936982031
0.05 0.07 -171.699271650438
0.01 0.08 -152.273913794057
0.02 0.08 -221.369866792988
0.05 0.08 -234.517014826584
0.01 0.09 -225.764006319539
0.02 0.09 -314.32332723907
0.05 0.09 -336.641546991498
0.01 0.1 -321.75380064975
0.02 0.1 -410.386877143558
0.05 0.1 -463.825593413621
