D s LL
0.01 0 -6.99094538109926
0.02 0 -6.81725288442072
0.05 0 -6.61397060711348
0.01 0.01 -6.99094538109926
0.02 0.01 -6.75379289227549
0.05 0.01 -6.55198771220445
0.01 0.02 -6.99094538109926
0.02 0.02 -6.6907943923959
0.05 0.02 -6.4905734755399
0.01 0.03 -6.99094538109926
0.02 0.03 -6.62828989542703
0.05 0.03 -6.42976827884828
0.01 0.04 -6.9613961197214
0.02 0.04 -6.56631416637211
0.05 0.04 -6.36961533736904
0.01 0.05 -6.89717762369507
0.02 0.05 -6.50490437526477
0.05 0.05 -6.31016089310049
0.01 0.06 -6.83336311618436
0.02 0.06 -6.44410025711001
0.05 0.06 -6.25145442041631
0.01 0.07 -6.76998069303382
0.02 0.07 -6.3839442815523
0.05 0.07 -6.19354884472416
0.01 0.08 -6.70706036034822
0.02 0.08 -6.32448183273581
0.05 0.08 -6.13650077485868
0.01 0.09 -6.64463415773414
0.02 0.09 -6.26576139982577
0.05 0.09 -6.08037074991781
0.01 0.1 -6.58273628858429
0.02 0.1 -6.20783477866131
0.05 0.1 -6.02522350126438
