D s LL
0.01 0 -1721.74076749064
0.02 0 -1741.61983913821
0.05 0 -1764.81372998393
0.01 0.01 -1744.40368694646
0.02 0.01 -1431.5169379184
0.05 0.01 -1386.78881182755
0.01 0.02 -3520.28452866143
0.02 0.02 -3192.59630371924
0.05 0.02 -3058.82484645952
0.01 0.03 -4934.25080057644
0.02 0.03 -4676.57362727871
0.05 0.03 -4379.32341694319
0.01 0.04 -6194.46115402576
0.02 0.04 -5969.16401655334
0.05 0.04 -5735.23113098443
0.01 0.05 -6919.54209667274
0.02 0.05 -6908.74754484836
0.05 0.05 -6962.73399987808
0.01 0.06 -7493.44271915036
0.02 0.06 -7752.98782502355
0.05 0.06 -7937.30606930988
0.01 0.07 -8098.02576281394
0.02 0.07 -8399.72475092345
0.05 0.07 -8710.47089343582
0.01 0.08 -8533.21055270161
0.02 0.08 -8931.83220412437
0.05 0.08 -9177.39201234488
0.01 0.09 -8872.04330864746
0.02 0.09 -9424.37951163026
0.05 0.09 -9507.27632581299
0.01 0.1 -9255.07920494246
0.02 0.1 -9804.16671045286
0.05 0.1 -9846.8247364246
