D s LL
0.01 0 -24.9618843532186
0.02 0 -25.0065954488789
0.05 0 -25.3551561285341
0.01 0.01 -24.9299801370817
0.02 0.01 -24.8872575446164
0.05 0.01 -25.2181331820247
0.01 0.02 -24.9020489658597
0.02 0.02 -24.7712726384879
0.05 0.02 -25.0830007184261
0.01 0.03 -24.8784119234915
0.02 0.03 -24.6271091699354
0.05 0.03 -24.7029110912467
0.01 0.04 -24.7924905819644
0.02 0.04 -23.8797802636422
0.05 0.04 -23.9413682263737
0.01 0.05 -24.0600509489476
0.02 0.05 -23.1599119433939
0.05 0.05 -22.7066046897592
0.01 0.06 -23.3559960052475
0.02 0.06 -22.3034032049672
0.05 0.06 -21.4076918555068
0.01 0.07 -22.7059441775816
0.02 0.07 -21.2443009406814
0.05 0.07 -20.035823266353
0.01 0.08 -22.1310604512464
0.02 0.08 -20.2555540147199
0.05 0.08 -18.7982239446796
0.01 0.09 -21.5890533022444
0.02 0.09 -19.7200707342847
0.05 0.09 -18.1387017710984
0.01 0.1 -21.4302846122883
0.02 0.1 -20.1575125673487
0.05 0.1 -18.6996436902177
