D s LL
0.01 0 -387.675108249194
0.02 0 -387.675108249194
0.05 0 -387.675108249194
0.01 0.01 -387.675108249194
0.02 0.01 -387.675108249194
0.05 0.01 -387.675108249194
0.01 0.02 -387.675108249194
0.02 0.02 -387.675108249194
0.05 0.02 -387.675108249194
0.01 0.03 -387.675108249194
0.02 0.03 -387.675108249194
0.05 0.03 -387.675108249194
0.01 0.04 -387.656892778532
0.02 0.04 -387.675108249194
0.05 0.04 -387.675108249194
0.01 0.05 -387.481437964392
0.02 0.05 -387.675108249194
0.05 0.05 -387.675108249194
0.01 0.06 -387.308107272687
0.02 0.06 -387.675108249194
0.05 0.06 -387.675108249194
0.01 0.07 -387.137036063678
0.02 0.07 -387.675108249194
0.05 0.07 -387.675108249194
0.01 0.08 -386.968368164512
0.02 0.08 -387.613628234686
0.05 0.08 -387.675108249194
0.01 0.09 -386.802256378724
0.02 0.09 -387.438840886211
0.05 0.09 -387.675108249194
0.01 0.1 -386.638863023825
0.02 0.1 -387.266218944683
0.05 0.1 -387.675108249194
