D s LL
0.01 0 -12.6081723118652
0.02 0 -12.6081723118652
0.05 0 -12.6081723118652
0.01 0.01 -12.6081723118652
0.02 0.01 -12.6081723118652
0.05 0.01 -12.6081723118652
0.01 0.02 -12.6081723118652
0.02 0.02 -12.6081723118652
0.05 0.02 -12.6081723118652
0.01 0.03 -12.6081723118652
0.02 0.03 -12.6081723118652
0.05 0.03 -12.6081723118652
0.01 0.04 -12.6081723118652
0.02 0.04 -12.4191666802335
0.05 0.04 -12.4320046507881
0.01 0.05 -12.6081723118652
0.02 0.05 -12.1837507421152
0.05 0.05 -12.0071195378483
0.01 0.06 -12.482774146401
0.02 0.06 -11.9525261858554
0.05 0.06 -11.2511893773003
0.01 0.07 -12.2466239697953
0.02 0.07 -11.7266881440373
0.05 0.07 -10.4277633518783
0.01 0.08 -12.014459841948
0.02 0.08 -11.3218309368824
0.05 0.08 -9.62319484262776
0.01 0.09 -11.7874097351433
0.02 0.09 -10.7298297722744
0.05 0.09 -8.84398976481384
0.01 0.1 -11.5669154261716
0.02 0.1 -9.93287282234079
0.05 0.1 -8.09897227894055
