D s LL
0.01 0 -1000.7625277511
0.02 0 -1002.57732012858
0.05 0 -1003.11766510423
0.01 0.01 -850.012823894452
0.02 0.01 -848.915264134839
0.05 0.01 -867.903193942882
0.01 0.02 -2064.73364204378
0.02 0.02 -1941.90781411001
0.05 0.02 -1748.47452618173
0.01 0.03 -2486.84836235614
0.02 0.03 -2507.61004464231
0.05 0.03 -2463.87932321002
0.01 0.04 -3075.67628616827
0.02 0.04 -2978.65621131896
0.05 0.04 -2876.26211734681
0.01 0.05 -3517.37432200479
0.02 0.05 -3573.28096814678
0.05 0.05 -3533.55513182491
0.01 0.06 -4147.22839423542
0.02 0.06 -4290.25883639271
0.05 0.06 -4170.02619428478
0.01 0.07 -4740.78688568881
0.02 0.07 -4850.71997608718
0.05 0.07 -4784.99389880328
0.01 0.08 -5108.68129691468
0.02 0.08 -5184.42330356685
0.05 0.08 -5141.88300056213
0.01 0.09 -5341.04951287845
0.02 0.09 -5488.00867492477
0.05 0.09 -5420.22862058819
0.01 0.1 -5525.89777737506
0.02 0.1 -5711.89804379158
0.05 0.1 -5702.95317552117
