D s LL
0.01 0 -461.34268839251
0.02 0 -465.849390979059
0.05 0 -466.131980999357
0.01 0.01 -394.435708338549
0.02 0.01 -394.92683740192
0.05 0.01 -403.148045807173
0.01 0.02 -732.50580245125
0.02 0.02 -649.186182573474
0.05 0.02 -609.354957539823
0.01 0.03 -1446.43149869024
0.02 0.03 -1333.65321280529
0.05 0.03 -1253.57665093058
0.01 0.04 -1799.77503155047
0.02 0.04 -1660.41798037384
0.05 0.04 -1621.06854577893
0.01 0.05 -2084.03225722639
0.02 0.05 -1932.11447100103
0.05 0.05 -1806.17971648833
0.01 0.06 -2309.53762527577
0.02 0.06 -2222.10420423298
0.05 0.06 -2050.89236992618
0.01 0.07 -2547.18212297628
0.02 0.07 -2494.90128620525
0.05 0.07 -2315.44802913793
0.01 0.08 -2692.55833911608
0.02 0.08 -2705.10259686768
0.05 0.08 -2583.65609842431
0.01 0.09 -2778.04289067398
0.02 0.09 -2809.46599640786
0.05 0.09 -2741.69598619301
0.01 0.1 -2844.72973059969
0.02 0.1 -2894.55813897984
0.05 0.1 -2872.64989928462
