D s LL
0.01 0 -461.322047284778
0.02 0 -474.636852594549
0.05 0 -502.818160166621
0.01 0.01 -449.350080013081
0.02 0.01 -377.003147757139
0.05 0.01 -353.862724362223
0.01 0.02 -1347.8699288172
0.02 0.02 -986.354359698359
0.05 0.02 -769.834490341161
0.01 0.03 -2452.63324068477
0.02 0.03 -1882.83593613556
0.05 0.03 -1564.06456430308
0.01 0.04 -3094.39792242563
0.02 0.04 -2953.26587207044
0.05 0.04 -2390.2857581367
0.01 0.05 -3388.04758754109
0.02 0.05 -3355.79039155985
0.05 0.05 -3080.81743155466
0.01 0.06 -3496.64284301208
0.02 0.06 -3482.36010400241
0.05 0.06 -3374.11033353121
0.01 0.07 -3596.28606941754
0.02 0.07 -3544.62487124896
0.05 0.07 -3492.44163763209
0.01 0.08 -3696.49315646035
0.02 0.08 -3642.88380185305
0.05 0.08 -3559.26970061977
0.01 0.09 -3769.73512977163
0.02 0.09 -3752.70265615162
0.05 0.09 -3671.97930024567
0.01 0.1 -3809.88920255164
0.02 0.1 -3831.47381015287
0.05 0.1 -3824.43432309296
