D s LL
0.01 0 -257.969391048034
0.02 0 -257.969391048034
0.05 0 -257.969391048034
0.01 0.01 -257.969391048034
0.02 0.01 -257.969391048034
0.05 0.01 -257.969391048034
0.01 0.02 -257.969391048034
0.02 0.02 -257.969391048034
0.05 0.02 -257.969391048034
0.01 0.03 -257.969391048034
0.02 0.03 -257.969391048034
0.05 0.03 -257.969391048034
0.01 0.04 -257.966480719834
0.02 0.04 -257.969391048034
0.05 0.04 -257.969391048034
0.01 0.05 -257.924407080004
0.02 0.05 -257.969391048034
0.05 0.05 -257.969391048034
0.01 0.06 -257.882796909161
0.02 0.06 -257.969391048034
0.05 0.06 -257.969391048034
0.01 0.07 -257.841665400685
0.02 0.07 -257.969391048034
0.05 0.07 -257.969391048034
0.01 0.08 -257.801028276635
0.02 0.08 -257.960429725061
0.05 0.08 -257.969391048034
0.01 0.09 -257.760901804695
0.02 0.09 -257.918422225924
0.05 0.09 -257.969391048034
0.01 0.1 -257.721302815517
0.02 0.1 -257.876880470603
0.05 0.1 -257.969391048034
