D s LL
0.01 0 -105.35580476151
0.02 0 -104.948154623379
0.05 0 -105.23072624926
0.01 0.01 -105.643832913714
0.02 0.01 -104.349806629724
0.05 0.01 -103.445203191191
0.01 0.02 -109.123872153265
0.02 0.02 -104.566417738456
0.05 0.02 -99.4820815915508
0.01 0.03 -128.199606538176
0.02 0.03 -106.471130761236
0.05 0.03 -94.4000382975895
0.01 0.04 -173.363409341193
0.02 0.04 -114.714367126803
0.05 0.04 -90.3173088967297
0.01 0.05 -185.725744934658
0.02 0.05 -145.346420828208
0.05 0.05 -88.3586985078995
0.01 0.06 -190.477633137613
0.02 0.06 -173.401780137498
0.05 0.06 -93.0108932919627
0.01 0.07 -194.538876687011
0.02 0.07 -182.471210326757
0.05 0.07 -118.139074454621
0.01 0.08 -198.535213246422
0.02 0.08 -189.361886924226
0.05 0.08 -175.460676768863
0.01 0.09 -203.659332171065
0.02 0.09 -200.379333112507
0.05 0.09 -250.199744176152
0.01 0.1 -210.796755203086
0.02 0.1 -220.585338668524
0.05 0.1 -326.927967778367
