D s LL
0.01 0 -24.3150672881961
0.02 0 -24.5206726089148
0.05 0 -24.9143533451082
0.01 0.01 -23.8883165512723
0.02 0.01 -24.2518263305817
0.05 0.01 -24.7823635858252
0.01 0.02 -23.4722040991858
0.02 0.02 -23.7399650972528
0.05 0.02 -24.6516458188692
0.01 0.03 -23.0716592990559
0.02 0.03 -23.0939664052416
0.05 0.03 -23.4606736910339
0.01 0.04 -22.4498790875035
0.02 0.04 -21.264880159138
0.05 0.04 -21.5101596004834
0.01 0.05 -21.1654133518303
0.02 0.05 -19.483821253262
0.05 0.05 -19.1527058492217
0.01 0.06 -19.4666376112585
0.02 0.06 -17.7559355534593
0.05 0.06 -16.9010295088477
0.01 0.07 -17.9086610219318
0.02 0.07 -15.7001198114356
0.05 0.07 -14.8698974989108
0.01 0.08 -16.6229712593978
0.02 0.08 -14.0519459025729
0.05 0.08 -13.3222594676754
0.01 0.09 -15.6560586171087
0.02 0.09 -13.3346782218685
0.05 0.09 -12.8930220177527
0.01 0.1 -15.6320575307137
0.02 0.1 -14.8800825388293
0.05 0.1 -15.1973177669878
