D s LL
0.01 0 -1445.15558746141
0.02 0 -1445.9099552849
0.05 0 -1447.94789643813
0.01 0.01 -1236.79654319021
0.02 0.01 -1225.54758350751
0.05 0.01 -1238.97049348614
0.01 0.02 -3063.9574919314
0.02 0.02 -2910.79628042686
0.05 0.02 -2480.68195699929
0.01 0.03 -4057.65602201763
0.02 0.03 -4077.2379053738
0.05 0.03 -3930.72337484893
0.01 0.04 -4510.72662726983
0.02 0.04 -4682.1356962835
0.05 0.04 -4809.00683279311
0.01 0.05 -5067.53301950386
0.02 0.05 -5379.76279553612
0.05 0.05 -5608.54426137464
0.01 0.06 -5508.46938291696
0.02 0.06 -6017.31992601231
0.05 0.06 -6501.82720825824
0.01 0.07 -6097.00207353767
0.02 0.07 -6816.72288157186
0.05 0.07 -7170.18759555055
0.01 0.08 -6730.54617278657
0.02 0.08 -7346.54422727187
0.05 0.08 -7579.69439869249
0.01 0.09 -7142.42972356071
0.02 0.09 -7654.44241047961
0.05 0.09 -7859.17634564459
0.01 0.1 -7421.67548385985
0.02 0.1 -7869.17274267928
0.05 0.1 -8115.452400511
