D s LL
0.01 0 -298.839254938072
0.02 0 -298.839254938072
0.05 0 -298.839254938072
0.01 0.01 -298.839254938072
0.02 0.01 -298.839254938072
0.05 0.01 -298.839254938072
0.01 0.02 -298.839254938072
0.02 0.02 -298.839254938072
0.05 0.02 -298.839254938072
0.01 0.03 -298.839254938072
0.02 0.03 -298.839254938072
0.05 0.03 -298.839254938072
0.01 0.04 -298.83476372586
0.02 0.04 -298.839254938072
0.05 0.04 -298.839254938072
0.01 0.05 -298.778491348337
0.02 0.05 -298.839254938072
0.05 0.05 -298.839254938072
0.01 0.06 -298.72359004959
0.02 0.06 -298.839254938072
0.05 0.06 -298.839254938072
0.01 0.07 -298.670105369315
0.02 0.07 -298.839254938072
0.05 0.07 -298.839254938072
0.01 0.08 -298.61808444142
0.02 0.08 -298.824896028611
0.05 0.08 -298.839254938072
0.01 0.09 -298.567576051648
0.02 0.09 -298.768886392962
0.05 0.09 -298.839254938072
0.01 0.1 -298.518630697296
0.02 0.1 -298.714256819952
0.05 0.1 -298.839254938072
