D s LL
0.01 0 -662.954904184554
0.02 0 -662.954904184554
0.05 0 -662.954904184554
0.01 0.01 -662.954904184554
0.02 0.01 -662.954904184554
0.05 0.01 -662.954904184554
0.01 0.02 -662.954904184554
0.02 0.02 -662.954904184554
0.05 0.02 -662.954904184554
0.01 0.03 -662.954904184554
0.02 0.03 -662.954904184554
0.05 0.03 -662.954904184554
0.01 0.04 -663.030857809935
0.02 0.04 -662.954904184554
0.05 0.04 -662.954904184554
0.01 0.05 -663.345066676924
0.02 0.05 -662.954904184554
0.05 0.05 -662.954904184554
0.01 0.06 -663.703548181265
0.02 0.06 -662.954904184554
0.05 0.06 -662.954904184554
0.01 0.07 -664.112239963932
0.02 0.07 -662.981772985949
0.05 0.07 -662.954904184554
0.01 0.08 -664.577947371568
0.02 0.08 -663.25240325675
0.05 0.08 -662.954904184554
0.01 0.09 -665.108475740323
0.02 0.09 -663.598424763333
0.05 0.09 -662.954904184554
0.01 0.1 -665.712783000521
0.02 0.1 -663.993344062845
0.05 0.1 -662.954904184554
