D s LL
0.01 0 -12.1502214967972
0.02 0 -12.1502214967972
0.05 0 -12.1502214967972
0.01 0.01 -12.1502214967972
0.02 0.01 -12.1502214967972
0.05 0.01 -12.1502214967972
0.01 0.02 -12.1502214967972
0.02 0.02 -12.1502214967972
0.05 0.02 -12.1502214967972
0.01 0.03 -12.1502214967972
0.02 0.03 -12.1502214967972
0.05 0.03 -12.1502214967972
0.01 0.04 -12.1502214967972
0.02 0.04 -12.1502214967972
0.05 0.04 -12.1502214967972
0.01 0.05 -12.1502214967972
0.02 0.05 -12.1502214967972
0.05 0.05 -12.1502214967972
0.01 0.06 -12.1502214967972
0.02 0.06 -12.1502214967972
0.05 0.06 -12.1502214967972
0.01 0.07 -12.1502214967972
0.02 0.07 -12.1502214967972
0.05 0.07 -12.1502214967972
0.01 0.08 -12.1502214967972
0.02 0.08 -12.1502214967972
0.05 0.08 -12.0687705247698
0.01 0.09 -12.1502214967972
0.02 0.09 -12.1502214967972
0.05 0.09 -11.6943591619639
0.01 0.1 -12.1502214967972
0.02 0.1 -12.1502214967972
0.05 0.1 -11.327478526569
