D s LL
0.01 0 -6090.98366169017
0.02 0 -6095.98197026653
0.05 0 -6099.60517279731
0.01 0.01 -5446.20406062701
0.02 0.01 -5351.42201476022
0.05 0.01 -5269.2807179497
0.01 0.02 -10277.5223203291
0.02 0.02 -10224.3486914893
0.05 0.02 -10068.5363703953
0.01 0.03 -15127.3251807844
0.02 0.03 -15292.0347690883
0.05 0.03 -15397.3297655004
0.01 0.04 -18388.7952641054
0.02 0.04 -18967.1748612379
0.05 0.04 -19271.4793358299
0.01 0.05 -20796.3327873422
0.02 0.05 -21594.1936734179
0.05 0.05 -22065.1654762253
0.01 0.06 -22338.9688800077
0.02 0.06 -23447.1590919421
0.05 0.06 -24102.134341732
0.01 0.07 -23500.7460026234
0.02 0.07 -24641.4666786609
0.05 0.07 -25579.4961917803
0.01 0.08 -24586.5480267286
0.02 0.08 -25668.39976938
0.05 0.08 -26748.1924439731
0.01 0.09 -25366.5224947208
0.02 0.09 -26640.863468527
0.05 0.09 -27753.3508294653
0.01 0.1 -26032.1683464344
0.02 0.1 -27472.9941628135
0.05 0.1 -28622.4123114379
