D s LL
0.01 0 -982.332012797743
0.02 0 -983.19178964929
0.05 0 -996.236094680889
0.01 0.01 -911.726721416141
0.02 0.01 -784.742975083102
0.05 0.01 -655.296312130217
0.01 0.02 -2621.08616079619
0.02 0.02 -2623.74227968173
0.05 0.02 -2608.80760024611
0.01 0.03 -3333.13641017737
0.02 0.03 -3313.46588929169
0.05 0.03 -3349.68117924055
0.01 0.04 -3895.84679955869
0.02 0.04 -3902.51474686377
0.05 0.04 -3846.42283630058
0.01 0.05 -4295.74320901469
0.02 0.05 -4301.86143122516
0.05 0.05 -4291.84970393088
0.01 0.06 -4671.95934003456
0.02 0.06 -4734.23802167712
0.05 0.06 -4712.91122483926
0.01 0.07 -4949.8794157279
0.02 0.07 -5086.82938028051
0.05 0.07 -5055.57107347454
0.01 0.08 -5203.84473467771
0.02 0.08 -5386.11791397477
0.05 0.08 -5366.53142585564
0.01 0.09 -5448.88446188147
0.02 0.09 -5627.27947744651
0.05 0.09 -5636.84926312097
0.01 0.1 -5671.80699404904
0.02 0.1 -5825.83557504016
0.05 0.1 -5833.7873813701
