D s LL
0.01 0 -290.728379575034
0.02 0 -290.937192645271
0.05 0 -294.667177070863
0.01 0.01 -253.351051240203
0.02 0.01 -236.181351503704
0.05 0.01 -227.148169397611
0.01 0.02 -580.225254381516
0.02 0.02 -473.408657414682
0.05 0.02 -201.657886211513
0.01 0.03 -1146.7943205196
0.02 0.03 -1174.14807571369
0.05 0.03 -1108.81564713335
0.01 0.04 -1397.6285898475
0.02 0.04 -1514.61740551578
0.05 0.04 -1523.31483519519
0.01 0.05 -1559.33954567367
0.02 0.05 -1656.71973381711
0.05 0.05 -1666.64920999026
0.01 0.06 -1644.18442958235
0.02 0.06 -1701.09048894346
0.05 0.06 -1722.83590860485
0.01 0.07 -1700.36347056746
0.02 0.07 -1734.15643337044
0.05 0.07 -1796.78106853883
0.01 0.08 -1730.8620361002
0.02 0.08 -1784.3245015206
0.05 0.08 -1863.69438048445
0.01 0.09 -1770.33527415158
0.02 0.09 -1834.41451762228
0.05 0.09 -1920.80247902378
0.01 0.1 -1827.3567962834
0.02 0.1 -1893.17532342158
0.05 0.1 -1985.32164271113
