D s LL
0.01 0 -43.4191677539613
0.02 0 -42.7877245984411
0.05 0 -44.472291160298
0.01 0.01 -42.3988912727145
0.02 0.01 -41.716158769103
0.05 0.01 -43.3210799264147
0.01 0.02 -41.35623812678
0.02 0.02 -40.613749822145
0.05 0.02 -42.1399475631642
0.01 0.03 -40.2861367829903
0.02 0.03 -39.4744573117967
0.05 0.03 -40.9229988579396
0.01 0.04 -39.1831455133509
0.02 0.04 -38.2921452267678
0.05 0.04 -39.663848993927
0.01 0.05 -38.0419185059189
0.02 0.05 -37.0613711524466
0.05 0.05 -38.3561212778264
0.01 0.06 -36.8580448018679
0.02 0.06 -35.7786640344024
0.05 0.06 -36.9943404279307
0.01 0.07 -35.6293834240206
0.02 0.07 -34.4443711695044
0.05 0.07 -35.5753323681568
0.01 0.08 -34.3579532837196
0.02 0.08 -33.065057557622
0.05 0.08 -34.1001828573686
0.01 0.09 -33.0522755448055
0.02 0.09 -31.6563134890194
0.05 0.09 -32.5767088327677
0.01 0.1 -31.7298090834218
0.02 0.1 -30.2457126453611
0.05 0.1 -31.0222978669905
