D s LL
0.01 0 -31.532051801301
0.02 0 -31.532051801301
0.05 0 -31.4194642441368
0.01 0.01 -31.532051801301
0.02 0.01 -31.532051801301
0.05 0.01 -31.3642976734283
0.01 0.02 -31.1174964865957
0.02 0.02 -31.1309300988703
0.05 0.02 -31.3094230751309
0.01 0.03 -30.5980189673214
0.02 0.03 -30.6125709094331
0.05 0.03 -30.9034559804098
0.01 0.04 -30.1042082960191
0.02 0.04 -30.0698745597599
0.05 0.04 -29.685438713255
0.01 0.05 -29.6566819217458
0.02 0.05 -28.8106903074839
0.05 0.05 -27.3089446288215
0.01 0.06 -29.2929898908376
0.02 0.06 -27.0230184875754
0.05 0.06 -24.8105236977585
0.01 0.07 -28.7574839678016
0.02 0.07 -25.4343980688519
0.05 0.07 -22.5193743215774
0.01 0.08 -27.512914130936
0.02 0.08 -23.6798566913306
0.05 0.08 -20.620056082155
0.01 0.09 -26.7840572106675
0.02 0.09 -22.4633690424833
0.05 0.09 -19.4728077286468
0.01 0.1 -27.1476994835098
0.02 0.1 -22.5774123347072
0.05 0.1 -19.797183383691
