D s LL
0.01 0 -8.60750753898518
0.02 0 -8.72147916249687
0.05 0 -9.13420024978218
0.01 0.01 -8.58287806145543
0.02 0.01 -8.68678175512851
0.05 0.01 -9.08294578305373
0.01 0.02 -8.56149548231667
0.02 0.02 -8.65461273585904
0.05 0.02 -8.95610331819622
0.01 0.03 -8.54358593189069
0.02 0.03 -8.47216180106952
0.05 0.03 -8.70066152978016
0.01 0.04 -8.52939038472887
0.02 0.04 -8.23979941695875
0.05 0.04 -8.44996497587642
0.01 0.05 -8.51916549564827
0.02 0.05 -8.01403892687078
0.05 0.05 -8.2049134329028
0.01 0.06 -8.35069328028917
0.02 0.06 -7.79595585117094
0.05 0.06 -7.96660843420052
0.01 0.07 -8.14396451444997
0.02 0.07 -7.58684909811377
0.05 0.07 -7.7364009426077
0.01 0.08 -7.9456954717513
0.02 0.08 -7.38829161129221
0.05 0.08 -7.51595019512956
0.01 0.09 -7.75709036503853
0.02 0.09 -7.20219232025862
0.05 0.09 -7.30729616033779
0.01 0.1 -7.57958138310791
0.02 0.1 -7.030871605277
0.05 0.1 -7.112948465433
