D s LL
0.01 0 -305.594291644701
0.02 0 -306.977540906634
0.05 0 -309.483765678858
0.01 0.01 -294.707205863235
0.02 0.01 -294.449341137941
0.05 0.01 -297.223184293287
0.01 0.02 -276.531739778547
0.02 0.02 -262.151151874044
0.05 0.02 -248.210979156997
0.01 0.03 -288.670123758198
0.02 0.03 -222.684985858437
0.05 0.03 -189.940924296276
0.01 0.04 -494.112182755653
0.02 0.04 -436.662704484216
0.05 0.04 -316.650387621378
0.01 0.05 -786.704718541342
0.02 0.05 -853.814513658272
0.05 0.05 -907.769001864402
0.01 0.06 -941.08811427739
0.02 0.06 -1203.03810967362
0.05 0.06 -1458.50226798427
0.01 0.07 -1150.27539256262
0.02 0.07 -1593.55333609331
0.05 0.07 -1930.07571350696
0.01 0.08 -1456.61431556673
0.02 0.08 -1835.63932680118
0.05 0.08 -2139.02813807153
0.01 0.09 -1706.34973014452
0.02 0.09 -2013.03749774225
0.05 0.09 -2313.73600066309
0.01 0.1 -1846.75641389322
0.02 0.1 -2195.65163491295
0.05 0.1 -2420.30311432126
