D s LL
0.01 0 -40.4960232678625
0.02 0 -40.2158992931396
0.05 0 -40.7237117256205
0.01 0.01 -40.1133103915455
0.02 0.01 -39.4036616201817
0.05 0.01 -40.2456624887765
0.01 0.02 -39.1907919125566
0.02 0.02 -37.9169735166217
0.05 0.02 -39.0106249577863
0.01 0.03 -37.6815198407302
0.02 0.03 -35.9237812570651
0.05 0.03 -36.2957338448003
0.01 0.04 -36.030674795987
0.02 0.04 -33.4918267087479
0.05 0.04 -33.3419372306781
0.01 0.05 -33.7321452861044
0.02 0.05 -30.7942576824973
0.05 0.05 -30.5100049175638
0.01 0.06 -31.5041378252503
0.02 0.06 -28.1711734866948
0.05 0.06 -27.9488147744134
0.01 0.07 -29.431950742074
0.02 0.07 -26.0999499728788
0.05 0.07 -26.0745116748443
0.01 0.08 -27.5796768654507
0.02 0.08 -25.7199739538027
0.05 0.08 -26.2422533804354
0.01 0.09 -26.8774505823537
0.02 0.09 -31.1199654391195
0.05 0.09 -33.8692960085106
0.01 0.1 -29.4770714202314
0.02 0.1 -48.1769395513238
0.05 0.1 -56.0578199175477
