D s LL
0.01 0 -135695.577994908
0.02 0 -137122.120783918
0.05 0 -139902.152096469
0.01 0.01 -308085.166140943
0.02 0.01 -250307.732510956
0.05 0.01 -185723.847925444
0.01 0.02 -810762.341783702
0.02 0.02 -825547.368225232
0.05 0.02 -814520.500392826
0.01 0.03 -1122525.28512896
0.02 0.03 -1163852.06429271
0.05 0.03 -1179355.81612898
0.01 0.04 -1346873.42806005
0.02 0.04 -1399514.37508113
0.05 0.04 -1432564.65838115
0.01 0.05 -1519701.78518623
0.02 0.05 -1576660.31414352
0.05 0.05 -1621271.59200863
0.01 0.06 -1659066.25872694
0.02 0.06 -1718112.91966979
0.05 0.06 -1770255.80541391
0.01 0.07 -1775560.79452408
0.02 0.07 -1835658.92219827
0.05 0.07 -1892700.71460614
0.01 0.08 -1875107.99669378
0.02 0.08 -1935858.24033466
0.05 0.08 -1995995.16181743
0.01 0.09 -1961707.65048512
0.02 0.09 -2022891.19525333
0.05 0.09 -2085072.63518878
0.01 0.1 -2038183.00865081
0.02 0.1 -2099646.50927239
0.05 0.1 -2163202.57233781
