D s LL
0.01 0 -310.344808149752
0.02 0 -315.016829388547
0.05 0 -318.532081144799
0.01 0.01 -348.494268286373
0.02 0.01 -216.68654394362
0.05 0.01 -218.180329489066
0.01 0.02 -883.437835159163
0.02 0.02 -827.238180276195
0.05 0.02 -807.902282338787
0.01 0.03 -906.191653786012
0.02 0.03 -890.494906265469
0.05 0.03 -889.851871827944
0.01 0.04 -1087.09644988061
0.02 0.04 -1015.53128650581
0.05 0.04 -971.568414138689
0.01 0.05 -1305.40460771052
0.02 0.05 -1156.72137393499
0.05 0.05 -1074.71565648004
0.01 0.06 -1406.03551374788
0.02 0.06 -1298.04271336896
0.05 0.06 -1197.76283204142
0.01 0.07 -1429.1959212455
0.02 0.07 -1411.36157314296
0.05 0.07 -1292.99229681684
0.01 0.08 -1447.93292177069
0.02 0.08 -1461.73364985855
0.05 0.08 -1430.67987977572
0.01 0.09 -1474.29532672618
0.02 0.09 -1492.28772773652
0.05 0.09 -1481.58831895963
0.01 0.1 -1502.62065786288
0.02 0.1 -1519.90450254275
0.05 0.1 -1517.69777312961
