D s LL
0.01 0 -291.124794014559
0.02 0 -294.670739063073
0.05 0 -296.816193423824
0.01 0.01 -238.159050864635
0.02 0.01 -240.097825974277
0.05 0.01 -254.759024023344
0.01 0.02 -637.258056996866
0.02 0.02 -516.459943439657
0.05 0.02 -228.391306969484
0.01 0.03 -863.605797394506
0.02 0.03 -836.66887092966
0.05 0.03 -692.229360089003
0.01 0.04 -1088.71460934162
0.02 0.04 -1095.50124283045
0.05 0.04 -1038.11392207918
0.01 0.05 -1312.37228980005
0.02 0.05 -1357.53782900843
0.05 0.05 -1310.89721814672
0.01 0.06 -1475.96361526981
0.02 0.06 -1622.71173626869
0.05 0.06 -1643.30700077527
0.01 0.07 -1653.21598655522
0.02 0.07 -1736.09892127265
0.05 0.07 -1786.19916821287
0.01 0.08 -1736.16170576266
0.02 0.08 -1788.02506753981
0.05 0.08 -1855.51896054779
0.01 0.09 -1774.18472929652
0.02 0.09 -1850.12266107731
0.05 0.09 -1878.43789327676
0.01 0.1 -1825.5674530425
0.02 0.1 -1908.1521037513
0.05 0.1 -1906.18077106577
