D s LL
0.01 0 -86.0886563971566
0.02 0 -87.4063939883811
0.05 0 -87.5391963275479
0.01 0.01 -79.0290275453631
0.02 0.01 -82.4645386053025
0.05 0.01 -87.1400900422898
0.01 0.02 -71.350933032782
0.02 0.02 -74.0879799938033
0.05 0.02 -78.1139051810325
0.01 0.03 -70.2374717655826
0.02 0.03 -64.9714377859627
0.05 0.03 -61.0038973320901
0.01 0.04 -158.035462275093
0.02 0.04 -90.1224031046442
0.05 0.04 -46.8732219182778
0.01 0.05 -224.624600451053
0.02 0.05 -177.829641331837
0.05 0.05 -119.178368439615
0.01 0.06 -270.963298791282
0.02 0.06 -252.846941192626
0.05 0.06 -256.339922995282
0.01 0.07 -373.900404632071
0.02 0.07 -387.044133232416
0.05 0.07 -376.178716324459
0.01 0.08 -444.939089866877
0.02 0.08 -519.426138787207
0.05 0.08 -559.445767624337
0.01 0.09 -495.984557656558
0.02 0.09 -640.691973353336
0.05 0.09 -707.081334307214
0.01 0.1 -562.941944165607
0.02 0.1 -717.945956940731
0.05 0.1 -780.580962179379
