D s LL
0.01 0 -207.592175495258
0.02 0 -207.592175495258
0.05 0 -207.592175495258
0.01 0.01 -207.592175495258
0.02 0.01 -207.592175495258
0.05 0.01 -207.592175495258
0.01 0.02 -207.592175495258
0.02 0.02 -207.592175495258
0.05 0.02 -207.592175495258
0.01 0.03 -207.592175495258
0.02 0.03 -207.592175495258
0.05 0.03 -207.592175495258
0.01 0.04 -207.592704644428
0.02 0.04 -207.592175495258
0.05 0.04 -207.592175495258
0.01 0.05 -207.600778177485
0.02 0.05 -207.592175495258
0.05 0.05 -207.592175495258
0.01 0.06 -207.609145302524
0.02 0.06 -207.592175495258
0.05 0.06 -207.592175495258
0.01 0.07 -207.617811214325
0.02 0.07 -207.592175495258
0.05 0.07 -207.592175495258
0.01 0.08 -207.626781204494
0.02 0.08 -207.593794438222
0.05 0.08 -207.592175495258
0.01 0.09 -207.636060663309
0.02 0.09 -207.601896474277
0.05 0.09 -207.592175495258
0.01 0.1 -207.645655081601
0.02 0.1 -207.61029261029
0.05 0.1 -207.592175495258
