D s LL
0.01 0 -6.9249571919973
0.02 0 -6.64842430640017
0.05 0 -6.85383070205474
0.01 0.01 -6.82676400793658
0.02 0.01 -6.55054958022127
0.05 0.01 -6.7550310250807
0.01 0.02 -6.72910972984277
0.02 0.02 -6.45325114377676
0.05 0.02 -6.65676279271704
0.01 0.03 -6.6320194448517
0.02 0.03 -6.35655852142579
0.05 0.03 -6.55905832467935
0.01 0.04 -6.53551910312912
0.02 0.04 -6.26050240296352
0.05 0.04 -6.46195138653071
0.01 0.05 -6.43963555310131
0.02 0.05 -6.16511469669091
0.05 0.05 -6.36547726158257
0.01 0.06 -6.3443965779557
0.02 0.06 -6.07042858468495
0.05 0.06 -6.26967282622838
0.01 0.07 -6.24983093341924
0.02 0.07 -5.97647858030775
0.05 0.07 -6.17457662880892
0.01 0.08 -6.15596838681888
0.02 0.08 -5.88330058798769
0.05 0.08 -6.08022897210303
0.01 0.09 -6.06283975742425
0.02 0.09 -5.79093196530065
0.05 0.09 -5.98667199953234
0.01 0.1 -5.97047695806785
0.02 0.1 -5.69941158737205
0.05 0.1 -5.89394978516034
