D s LL
0.01 0 -464914.362016119
0.02 0 -450169.396054206
0.05 0 -225357.561149149
0.01 0.01 -991523.16114549
0.02 0.01 -1023090.54234065
0.05 0.01 -1030040.46854678
0.01 0.02 -1322611.51413755
0.02 0.02 -1344491.87367927
0.05 0.02 -1375526.0349469
0.01 0.03 -1557233.00308262
0.02 0.03 -1576566.34181765
0.05 0.03 -1606978.29742867
0.01 0.04 -1735099.97009004
0.02 0.04 -1753294.04750932
0.05 0.04 -1780536.08493478
0.01 0.05 -1876041.14620049
0.02 0.05 -1893328.08335845
0.05 0.05 -1917566.34838022
0.01 0.06 -1990570.31541091
0.02 0.06 -2007050.77109707
0.05 0.06 -2029445.67760477
0.01 0.07 -2086427.88320738
0.02 0.07 -2102403.3037283
0.05 0.07 -2123591.57469552
0.01 0.08 -2168710.23136532
0.02 0.08 -2184361.04011783
0.05 0.08 -2204723.59196342
0.01 0.09 -2240621.23016464
0.02 0.09 -2256034.57200215
0.05 0.09 -2275817.88019022
0.01 0.1 -2304335.25443086
0.02 0.1 -2319592.28227489
0.05 0.1 -2338914.80047875
