D s LL
0.01 0 -120.246809334697
0.02 0 -123.598481184314
0.05 0 -129.469503977213
0.01 0.01 -101.732252295168
0.02 0.01 -102.476828735263
0.05 0.01 -106.364397412617
0.01 0.02 -143.514243311222
0.02 0.02 -82.0543710043071
0.05 0.02 -77.7964094808045
0.01 0.03 -482.919596165704
0.02 0.03 -397.675457891013
0.05 0.03 -128.032958018833
0.01 0.04 -569.260115955818
0.02 0.04 -606.552410620583
0.05 0.04 -576.03036821324
0.01 0.05 -669.573354652207
0.02 0.05 -699.38306361704
0.05 0.05 -747.141915901149
0.01 0.06 -709.536210824692
0.02 0.06 -798.948678675064
0.05 0.06 -886.767307152295
0.01 0.07 -754.554001250153
0.02 0.07 -894.26700372197
0.05 0.07 -978.492924124299
0.01 0.08 -835.951051008496
0.02 0.08 -997.539781815377
0.05 0.08 -1082.21385910975
0.01 0.09 -926.186516808382
0.02 0.09 -1122.76762322961
0.05 0.09 -1180.4745035968
0.01 0.1 -1019.8549719756
0.02 0.1 -1194.70221586807
0.05 0.1 -1223.91292151416
