D s LL
0.01 0 -806.880942348885
0.02 0 -806.972327751785
0.05 0 -806.972327751785
0.01 0.01 -748.949470814594
0.02 0.01 -761.364828956101
0.05 0.01 -782.974704148654
0.01 0.02 -604.642075018738
0.02 0.02 -596.272268703775
0.05 0.02 -601.497222186517
0.01 0.03 -1545.92309406762
0.02 0.03 -1258.26320111864
0.05 0.03 -772.241303304654
0.01 0.04 -2820.28818671999
0.02 0.04 -2703.85556033863
0.05 0.04 -2445.48476061942
0.01 0.05 -3409.3856242212
0.02 0.05 -3517.48735340852
0.05 0.05 -3506.3943287152
0.01 0.06 -3772.77111102417
0.02 0.06 -4014.67678191655
0.05 0.06 -4122.23086641869
0.01 0.07 -4120.2501968401
0.02 0.07 -4425.84859881936
0.05 0.07 -4409.41864870179
0.01 0.08 -4465.66985868749
0.02 0.08 -4609.8599476244
0.05 0.08 -4629.08216253979
0.01 0.09 -4621.2721119742
0.02 0.09 -4717.98554420074
0.05 0.09 -4841.32945918037
0.01 0.1 -4688.89113517065
0.02 0.1 -4805.66181146078
0.05 0.1 -5039.22546143763
