D s LL
0.01 0 -24.926169444689
0.02 0 -25.6428392740307
0.05 0 -27.2071045174093
0.01 0.01 -23.1369880659208
0.02 0.01 -23.8524293051524
0.05 0.01 -25.7250905958025
0.01 0.02 -21.4153600639689
0.02 0.02 -22.1176701953955
0.05 0.02 -23.5392343229114
0.01 0.03 -19.8619375066399
0.02 0.03 -20.0843311919846
0.05 0.03 -21.2604192351837
0.01 0.04 -18.7819489236511
0.02 0.04 -18.235106329007
0.05 0.04 -19.1488963111842
0.01 0.05 -18.8904580082424
0.02 0.05 -17.295522435261
0.05 0.05 -17.4279410905159
0.01 0.06 -24.9216505314286
0.02 0.06 -19.1860900786587
0.05 0.06 -16.7025391514062
0.01 0.07 -55.1371844016919
0.02 0.07 -31.3830541798885
0.05 0.07 -18.7822807064899
0.01 0.08 -104.896672483504
0.02 0.08 -76.1346243289201
0.05 0.08 -29.6995226982134
0.01 0.09 -136.952360707353
0.02 0.09 -128.101490959848
0.05 0.09 -66.7543963136678
0.01 0.1 -148.983426427794
0.02 0.1 -147.490756635149
0.05 0.1 -122.339944034637
