D s LL
0.01 0 -23.1420415189433
0.02 0 -23.7603405289921
0.05 0 -24.8190581047047
0.01 0.01 -22.6169103904215
0.02 0.01 -23.3823687357161
0.05 0.01 -24.6371090299403
0.01 0.02 -22.1014253804591
0.02 0.02 -22.5987521265095
0.05 0.02 -24.3290481155445
0.01 0.03 -20.7987135303522
0.02 0.03 -21.282266528828
0.05 0.03 -23.1167422115922
0.01 0.04 -19.5296264483243
0.02 0.04 -20.0108505679679
0.05 0.04 -21.819872632299
0.01 0.05 -18.3476593894744
0.02 0.05 -18.8391082790069
0.05 0.05 -20.6005757802988
0.01 0.06 -17.3632514429316
0.02 0.06 -17.9051338395248
0.05 0.06 -19.5679867926934
0.01 0.07 -16.8941620904558
0.02 0.07 -17.6040526657823
0.05 0.07 -18.926863512884
0.01 0.08 -18.057511138276
0.02 0.08 -19.3048497078926
0.05 0.08 -19.4946526368939
0.01 0.09 -24.4182514973294
0.02 0.09 -28.2644566952327
0.05 0.09 -24.9402163582685
0.01 0.1 -40.7296708026225
0.02 0.1 -49.1076586372361
0.05 0.1 -43.4884338468275
