D s LL
0.01 0 -2248.03166493476
0.02 0 -2252.89298203275
0.05 0 -2255.04975370345
0.01 0.01 -2047.73630540123
0.02 0.01 -1984.45941878922
0.05 0.01 -1917.95203852133
0.01 0.02 -4198.82045257903
0.02 0.02 -4271.57548781441
0.05 0.02 -4112.31043552261
0.01 0.03 -5722.61004757614
0.02 0.03 -5952.58637283765
0.05 0.03 -6021.33375094357
0.01 0.04 -6772.67227620196
0.02 0.04 -7139.46281874369
0.05 0.04 -7165.23616588764
0.01 0.05 -7519.05524768208
0.02 0.05 -7803.94808414486
0.05 0.05 -7996.30085942221
0.01 0.06 -8002.39167797444
0.02 0.06 -8227.45251737647
0.05 0.06 -8774.88488621526
0.01 0.07 -8450.20739641557
0.02 0.07 -8906.58303138407
0.05 0.07 -9337.42223491822
0.01 0.08 -8978.61641269544
0.02 0.08 -9652.93903984051
0.05 0.08 -9899.48927804815
0.01 0.09 -9451.59454670568
0.02 0.09 -10173.9263879015
0.05 0.09 -10497.7157191846
0.01 0.1 -9835.68655010863
0.02 0.1 -10573.7489653641
0.05 0.1 -11030.2939330812
